"","id","area","perims","shape","cumarea","ptot","parea","c_area","corepercent","edgepercent","ncores"
"1","3",2772.03610336163,237559.630640903,12.7282374373793,2823.00682151278,47.2529986462132,85.5699711074241,84.5213134209381,3.0490697187688,96.9509302812312,8
"8","242",146.506433411872,10738.1661270327,2.50263110777429,3234.51065726515,2.49739470971441,4.52250649221437,0.0908818596185369,0.0620326749495306,99.9379673250505,1
