"","id","area","perims","shape","cumarea","ptot","parea","c_area","corepercent","edgepercent","ncores"
"1","3",2772.03610336163,237559.630640903,12.7282374373793,2823.00682151278,47.2529986462132,85.5699711074241,0.0521666280353684,0.00188188847800742,99.998118111522,1
